Brand,Model,Company,Price in India,id,1 stars,2 stars,4 stars,3 stars,5 stars,link,total_ratings,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Base Clock Speed,Graphics Processor.1,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),Dedicated Graphics.1,HDMI Port,Ethernet,Battery_Life,Dedicated Graphic Memory Type,Expandable RAM up to (GB),other_info,reviewDescription
Asus,X507UB-EJ187T,asus,49757.0,2134,0,0,0,0,0,https://gadgets.ndtv.com/asus-x507ub-ej187t-7947,,4GB,15.60-inch,No,Grey,Windows 10 Home,1TB,X507UB-EJ187T,Intel Core i3 6th Gen 6006U,Nvidia,,No,1920x1080 pixels,802.11 b/g/n,1.68,365.00 x 266.00 x 21.90,4.0,3.0,,Yes,No,2 GHz,Nvidia,,Yes,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,Yes,1 Micro SD Card Reader,,,,,6,GDDR5,8GB,,I bought these batteries to use with a battery operated pump that transfers gas from a gas can into the tank of my riding mower. This is a far better way of fueling my mower than trying to lift a five gallon tank and trying to empty it into the mower tank. The pump uses 4 AA batteries and that is the way the Amazon batteries are packaged. Having them bundled in foursomes is convenient. My pump runs perfectly with these batteries.These batteries are said to have a shelf life of ten years so I won't be having to buy more AA batteries for at least that long. The price of these batteries is a genuine bargain and is it highly recommended to get this offer if AA batteries are needed.
Asus,Flip C4011T,asus,49757.0,2135,0,0,0,0,0,https://gadgets.ndtv.com/asus-flip-c4011t-7400#gallery,,8GB,13.30-inch,No,Black,Windows 10 Home,No,C4011T,Intel Core i5 6th Gen 6200U,Nvidia GeForce 920M,,No,1920x1080 pixels,802.11 ac,1.6,322.00 x 227.00 x 50.55,4.0,4.0,Flip,Yes,Yes,2.8 GHz,Nvidia GeForce 920M,,Yes,,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,,,,,,10/100/1000 Base T,4,GDDR3,,{'RAM Slots': '2'},Seem to work fone for a fraction of the price!
Acer,Aspire A615-51,acer,64899.0,2136,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-a615-51-6670,,8GB,15.60-inch,No,Blue,Windows 10,1TB,A615-51,Intel Core i5,,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.2,381.60 x 263.00 x 20.95,4.0,3.0,Aspire,Yes,No,,,"Acer Aspire A615-51 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Blue, 15.6 inch)",Yes,4,,"1 x USB 2.0, 1 x USB 3.0",6MB,Yes,,SD Card Reader,Yes,,,Gigabit Ethernet,7,,16GB,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'Burst Clock Speed': '3.5 GHz', 'Backlit Keyboard': 'Yes', 'Dedicated Graphic Memory': '4GB'}",Good price. Good product
HP,15-ba035au,hp,49757.0,2137,0,0,0,0,0,https://gadgets.ndtv.com/hp-15-ba035au-5208,,4GB,15.50-inch,No,Silver,DOS,1TB,15-ba035au,AMD APU Quad Core E2 6th Gen E2 7110,AMD Radeon R2,,,1366x768 pixels,802.11 b/g/n,2.19,384.30 x 254.60 x 24.30,4.0,,,Yes,No,1.8 GHz,AMD Radeon R2,,,4,Touchpad,,2MB,,2 Speakers,Multi format card reader,Yes,,Standard,10/100 Base T,6,,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '47', 'Burst Clock Speed': '3.9 GHz', 'Backlit Keyboard': 'Yes', 'Launched': 'May 2019', 'Model Name': 'S14', 'Material': 'Metal'}",Great battery just as good as the name brands.
Asus,F555LA-US71,asus,49757.0,2138,0,0,0,0,0,https://gadgets.ndtv.com/asus-f555la-us71-6001,,8GB,15.60-inch,No,Black,Windows 10,1TB,F555LA-US71,Intel Core i7 4th Gen 4510U,Intel HD Graphics 4400,No,No,1366x768 pixels,802.11 b/g/n,2.31,25.40 x 150.00 x 10.10,,3.0,,Yes,,2 GHz,Intel HD Graphics 4400,,Yes,,Touchpad,"1 x USB 2.0, 2 x USB 3.0",,Yes,Yes,Yes,Yes,No,Standard,,5,,,,Great value
Dell,Inspiron 5368,dell,35700.0,2139,35,0,28,5,33,https://gadgets.ndtv.com/dell-inspiron-5368-5936,40,4GB,13.30-inch,No,Grey,Windows 10,1TB,5368,Intel Core i7 6th Gen 6200U,Intel Integrated HD Graphics 520,No,No,1920x1080 pixels,802.11 ac,,,4.0,3.0,Inspiron,Yes,No,2.3 GHz,Intel Integrated HD Graphics 520,"Dell Inspiron 5368 Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Grey, 13.3 inch)",Yes,,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,,,No,,,6,,8GB,,Perfect and what a deal - very pleased!
Microsoft,Surface EUP-00001,microsoft,205000.0,2140,13,4,10,3,69,https://gadgets.ndtv.com/microsoft-surface-eup-00001-6341,245,16GB,13.30-inch,No,Platinum,Windows 10,No,EUP-00001,Intel Core i7 7th Gen 7660U,,,No,2256x1504 pixels,802.11 a/b/g/n/ac,1.28,308.10 x 223.30 x 14.50,4.0,1.0,Surface,Yes,Yes,2.5 GHz,,"Microsoft Surface EUP-00001 Laptop (16GB RAM, 1000GB HDD, Intel Core i7, Platinum)",Yes,,Touchpad,1 x USB 3.0,4MB,Yes,Yes,SDXC Card Reader,,,,,6,,,"{'RAM Slots': '2', 'VGA Port': 'Yes'}",The batteries works very well. Great quality. You can't beat the price
HP,Envy 13-AD125TU,hp,69990.0,2141,10,4,15,2,68,https://gadgets.ndtv.com/hp-envy-13-ad125tu-6904,124,8GB,13.30-inch,256GB,Gold,Windows 10 Home,No,13-AD125TU,Intel Core i5 8th Gen 8250U,Intel Integrated UHD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.32,305.31 x 215.65 x 13.97,4.2,4.0,Envy,Yes,No,1.6 GHz,Intel Integrated UHD Graphics 620,"HP Envy 13-AD125TU Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Gold)",Yes,6,Touchpad,,6MB,Yes,Yes,,,No,,,6,,,"{'RAM Slots': '2', 'Web Camera': '0.3-megapixel', 'VGA Port': 'Yes'}",These batteries are as good or better than any brand of alkaline battery on the market today.
Asus,ZenBook UX550VE-DB71T,asus,203854.0,2142,8,6,21,6,60,https://gadgets.ndtv.com/asus-zenbook-ux550ve-db71t-7709#gallery,53,16GB,15.60-inch,512GB,Black,Windows 10,No,UX550VE-DB71T,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 a/b/g/n/ac,1.8,452.12 x 251.50 x 365.80,4.2,,ZenBook,Yes,,2.8 GHz,Nvidia GeForce GTX 1050 Ti,"Asus Zenbook UX550VE-DB71T Laptop (Windows 10, 16GB RAM, 512GB HDD, Intel Core i7, Black, 15.6 inch)",,8,Touchpad,,,,4 Speakers,SD Card Reader,,,,,6,DDR4,,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'RJ11': 'Yes'}",Great value!
Asus,X555LD-XX356D,asus,49757.0,2143,0,0,0,0,0,https://gadgets.ndtv.com/asus-x555ld-xx356d-7185#gallery,,4GB,15.60-inch,No,Red,DOS,1TB,X555LD-XX356D,Intel Core i3 4th Gen 4030U,Nvidia GeForce 840M,,No,1366x768 pixels,802.11 b/g/n/ac,2.3,258.00 x 256.00 x 382.00,4.0,3.0,,Yes,No,,Nvidia GeForce 840M,,,2,Touchpad,"1 x USB 2.0, 2 x USB 3.0",,Yes,Stereo Speakers,,Yes,,Standard,10/100/1000 Base T,6,DDR3,,,Greaatttt deal. This probably the only way I'll be buying batteries at a good price too.
Asus,EeeBook E203NA-FD026T,asus,13990.0,2144,0,0,0,0,0,https://gadgets.ndtv.com/asus-eeebook-e203na-fd026t-6385#gallery,,2GB,11.60-inch,No,Star Grey,Windows 10 Home,No,E203NA-FD026T,Intel Celeron Dual Core N3350,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 ac,0.9,286.00 x 193.00 x 16.90,4.1,3.0,EeeBook,Yes,No,1.1 GHz,Intel Integrated HD Graphics,"Asus E203NA-FD026T Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Celeron, Star Grey, 11.6 inch)",Yes,2,Touchpad,2 x USB 3.0,2MB,Yes,Yes,,,No,,,6,,,,Works just as well as any other battery brand we have bought!
Lenovo,Essential G580,lenovo,17800.0,2145,67,0,33,0,0,https://gadgets.ndtv.com/lenovo-essential-g580-8559,3,2GB,15.60-inch,No,Black,Windows 8,500GB,G580,Intel Pentium Dual Core,Intel HD Graphics,No,No,1366x768 pixels,802.11 b/g/n,2.2,51.80 x 35.40 x 13.40,,3.0,Essential,,,2.2 GHz,Intel HD Graphics,"Lenovo G580 Laptop (Windows 8, 2GB RAM, 500GB HDD, Intel Pentium, Black, 15.6 inch)",,,,"1 x USB 2.0, 2 x USB 3.0",,,Stereo Speakers,2 in 1 Card Reader,Yes,No,Standard,10/100,6,DDR3,,,A+A+A+A+A+ FAST DELIVERY JUST AS DESCRIBE
Asus,A555LF-XX409T,asus,30320.0,2146,0,0,0,0,0,https://gadgets.ndtv.com/asus-a555lf-xx409t-5907,,4GB,15.60-inch,No,Grey,Windows 10,1TB,A555LF-XX409T,Intel Core i3 5010U,Nvidia GeForce 930M,,No,,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,4.0,3.0,,Yes,No,2.1 GHz,Nvidia GeForce 930M,"Asus A555LF-XX409T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Silver & Grey, 15.6 inch)",,2,,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,3,DDR3,,"{'VGA Port': 'Yes', 'Optical Disk Drive': 'DVD Writer'}",Good price
Dell,Inspiron 7373,dell,72199.0,2147,42,2,29,7,20,https://gadgets.ndtv.com/dell-inspiron-7373-6340,55,16GB,13.30-inch,512GB,Era Grey,Windows 10 Home,No,7373,Intel Core i7 8th Gen 8550U,Intel Integrated UHD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.45,309.60 x 215.70 x 15.50,4.2,,Inspiron,Yes,Yes,1.8 GHz,Intel Integrated UHD Graphics 620,"Dell Inspiron 7373 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Grey, 13.3 inch)",Yes,3,Touchpad,,8MB,Yes,Stereo Speakers,,,No,,,6,,16GB,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Model Name': 'VivoBook 15', 'Refresh Rate': '60Hz'}","They are batteries, they worked, enough said....."
MSI,GL63-8RD-062IN,msi,49757.0,2148,0,0,0,0,0,https://gadgets.ndtv.com/msi-gl63-8rd-062in-6736,,8GB,15.60-inch,No,Black,Windows 10,1TB,GL63-8RD-062IN,Intel Core i7 8th Gen 8750H,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.2,380.00 x 260.00 x 29.00,,4.0,,Yes,No,2.2 GHz,Nvidia GeForce GTX 1050 Ti,,Yes,6,Touchpad,,9MB,Yes,2 Speakers,,Yes,,Standard,Gigabit Ethernet,6,GDDR5,16GB,"{'VGA Port': 'Yes', 'Optical Disk Drive': 'CD/DVD Reader', 'Backlit Keyboard': 'Yes', 'RJ11': 'Yes'}",A great deal for the price. Let's hope these alkaline last longer.
HP,ProBook 635 Aero G7,hp,49757.0,2149,0,0,0,0,0,https://gadgets.ndtv.com/hp-probook-635-aero-g7-price-in-india-98871,,16GB,13.30-inch,512GB,Silver,Windows 10 Professional,No,369W6PA,AMD Ryzen 7 Octa Core 4700U,AMD Radeon Vega 9,,,1920x1080 pixels,802.11 ac/Yes,0.99,,5.0,2.0,ProBook,Yes,,2.0GHz,AMD Radeon Vega 9,,Yes,,Touchpad,"2 x USB 3.0 (Type A), 1 x USB 3.1 Gen 1 (Type C)",,,Stereo Speakers,SD Card Reader,,,Standard,,23,,,{'RAM Slots': '2'},These batteries are as good as other brands and a bargain to boot.
HP,15Q-DS0006TU,hp,36790.0,2150,0,0,0,0,0,https://gadgets.ndtv.com/hp-15q-ds0006tu-8040,,4GB,15.60-inch,No,Black,Windows 10,1TB,15Q-DS0006TU,Intel Core i3 7th Gen 7020U,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 b/g/n,1.77,376.00 x 246.00 x 22.50,4.2,3.0,,Yes,No,2.3 GHz,Intel Integrated HD Graphics 620,"HP 15Q-DS0006TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,3,Touchpad,1 x USB 2.0,3MB,Yes,,,Yes,No,,10/100/1000 Base T,6,,,{'RAM Slots': '1'},AA batteries are replacements and have worked well so far
HP,13-U135TU,hp,49757.0,2151,0,0,0,0,0,https://gadgets.ndtv.com/hp-13-u135tu-7706,,8GB,13.30-inch,256GB,Grey,Windows 10,No,13-U135TU,Intel Core i7 7th Gen 7500U,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.66,326.40 x 222.00 x 19.81,4.2,3.0,,Yes,Yes,2.7 GHz,Intel Integrated HD Graphics 620,,Yes,3,Touchpad,"1 x USB 2.0, 2 x USB 3.0",4MB,Yes,Yes,,,No,,,9,,16GB,"{'RAM Slots': '2', 'VGA Port': 'Yes'}",AA batteries worked as advertised.
Samsung,9-NP900X3N-K04US,samsung,49757.0,2152,0,0,0,0,0,https://gadgets.ndtv.com/samsung-9-np900x3n-k04us-6067,,,13.30-inch,256GB,Light Titan,,No,9-NP900X3N-K04US,Intel Core i7 7500U,Intel HD Graphics 620,No,Yes,1920x1080 pixels,802.11 ac,,309.37 x 208.03 x 13.97,4.1,5.0,,Yes,,2.7 GHz,Intel HD Graphics 620,,Yes,2,,,4MB,,Stereo Speakers,1 Micro SD Card Reader,,No,Standard,Yes,6,,16GB,,Awesome buy. Very happy with these. This is my second order of these batteries. Will continue to purchase when needed.
HP,250 G4,hp,49757.0,2153,0,0,0,0,0,https://gadgets.ndtv.com/hp-250-g4-test-5794,,4GB,15.60-inch,No,Black,DOS,1TB,250 G4,Intel Core i3,Intel Integrated Graphics,No,No,1366x768 pixels,802.11 b/g/n,1.9,378.00 x 238.00 x 24.80,4.0,,,Yes,No,2.2 GHz,Intel Integrated Graphics,,,3,,,,,Yes,5 in 1 Card Reader,Yes,No,Standard,10/100/1000 Base T,4,,,{'RAM Slots': '2'},awesome so far no duds
Asus,VivoBook S15 X510UA-EJ770T,asus,49757.0,2154,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-s15-x510ua-ej770t-6273,,4GB,15.60-inch,No,Grey,Windows 10,1TB,X510UA-EJ770T,Intel Core i3 7th Gen 7100U,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.7,361.00 x 243.00 x 19.40,4.1,4.0,VivoBook S15,Yes,No,2.4 GHz,Intel Integrated HD Graphics 620,,Yes,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,,SDXC Card Reader,,No,,,6,,16GB,,Came fast. Great price. Seems to last as long as expensive batteries.
HP,M2C01UA,hp,49757.0,2155,0,0,0,0,0,https://gadgets.ndtv.com/hp-m2c01ua-5822,,6GB,17.30-inch,No,Black,,750GB,M2C01UA,AMD APU Quad Core A6 6310,AMD Radeon R4,,No,1600x900 pixels,802.11 b/g/n,2.83,27.69 x 165.20 x 10.98,,3.0,,,No,1.8 GHz,AMD Radeon R4,,Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,,Yes,,Yes,,Standard,10/100 Base T,6,,,"{'Web Camera': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Burst Clock Speed': '3.8 GHz', 'Backlit Keyboard': 'Yes', 'Read/Write Speed': '8x', 'Dedicated Graphic Memory': '4GB'}","Good price, fast shipping, Will shop again."
Lenovo,Yoga 300 80M00011IN,lenovo,26990.0,2156,14,5,24,8,49,https://gadgets.ndtv.com/lenovo-yoga-300-80m00011in-4940,111,4GB,11.60-inch,No,Black,Windows 8 Professional,500GB,80M00011IN,Intel Pentium Quad Core 4th Gen N3540,Intel Integrated HD Graphics,No,,1366x768 pixels,802.11 b/g/n,1.39,299.00 x 209.00 x 21.80,,3.0,Yoga 300,,Yes,2.16 GHz,Intel Integrated HD Graphics,"Lenovo Yoga 300 Laptop (Windows 8, 4GB RAM, 500GB HDD, Intel Pentium, Black, 11.6 inch)",,,,"2 x USB 2.0, 1 x USB 3.0",,,Stereo Speakers,4 in 1 Card Reader,Yes,No,Standard,,5,,8GB,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Backlit Keyboard': 'Yes', 'Lock Slot': 'Kensington Lock Port'}",Good value. As good as Duracell
Samsung,9-NP900X3N-K04US,samsung,49757.0,2157,0,0,0,0,0,https://gadgets.ndtv.com/samsung-9-np900x3n-k04us-6067#gallery,,,13.30-inch,256GB,Light Titan,,No,9-NP900X3N-K04US,Intel Core i7 7500U,Intel HD Graphics 620,No,Yes,1920x1080 pixels,802.11 ac,,309.37 x 208.03 x 13.97,4.1,5.0,,Yes,,2.7 GHz,Intel HD Graphics 620,,Yes,2,,,4MB,,Stereo Speakers,1 Micro SD Card Reader,,No,Standard,Yes,6,,16GB,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}",Great Quality ...Excellant Price
Apple,MacBook Air MLHE2HN,apple,49757.0,2158,0,0,0,0,0,https://gadgets.ndtv.com/apple-macbook-air-mlhe2hn-7255,,8GB,12.00-inch,256GB,Silver,macOS,No,MLHE2HN,Intel Core m3 5th Gen,Intel Integrated HD Graphics,No,No,1440x900 pixels,802.11 ac,1.35,325.00 x 227.00 x 17.00,4.0,4.0,MacBook Air,Yes,No,1.8 GHz,Intel Integrated HD Graphics,,Yes,,Touchpad,"2 x USB 2.0, 2 x USB 3.0",3MB,Yes,Stereo Speakers,SDXC Card Reader,,No,,,12,,,{'Web Camera': '1.3-megapixel'},"High quality. great value, as advertised, trusted company.. Will definitely buy again and tell others.You will be pleased."
HP,Envy,hp,49757.0,2159,0,0,0,0,0,https://gadgets.ndtv.com/hp-envy-6575,,12GB,17.00-inch,No,Silver,Windows 10,1TB,,Intel Core i7 5th Gen 5500U,Nvidia GeForce GTX 850M,,No,1920x1080 pixels,802.11 a/b/g/n/ac,3.19,279.00 x 419.50 x 31.10,4.0,3.0,Envy,Yes,,2.4 GHz,Nvidia GeForce GTX 850M,,,4,,3 x USB 3.0,4MB,Yes,Yes,Multi Format Card Reader,Yes,,Standard,Gigabit Ethernet,6,DDR3,16GB,,I bought this for a friend.
Apple,MacBook Air MLH72HN,apple,49757.0,2160,0,0,0,0,0,https://gadgets.ndtv.com/apple-macbook-air-mlh72hn-7260,,8GB,12.00-inch,256GB,Silver,macOS,No,MLH72HN,Intel Core m3 5th Gen,Intel Integrated HD Graphics,No,No,1440x900 pixels,802.11 ac,1.35,325.00 x 227.00 x 17.00,4.0,4.0,MacBook Air,Yes,No,1.8 GHz,Intel Integrated HD Graphics,,Yes,,Touchpad,"2 x USB 2.0, 2 x USB 3.0",3MB,Yes,Stereo Speakers,SDXC Card Reader,,No,,,12,,,{'RAM Slots': '2'},Never can have too many.
Asus,FX504GE-EN335T,asus,49757.0,2161,0,0,0,0,0,https://gadgets.ndtv.com/asus-fx504ge-en335t-7871,,8GB,15.60-inch,No,Black,Windows 10,No,FX504GE-EN335T,Intel Core i7 8300H,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 ac,2.3,384.00 x 262.00 x 25.00,5.0,3.0,,Yes,No,2.3 GHz,Nvidia GeForce GTX 1050 Ti,,Yes,4,Touchpad,1 x USB 2.0,8MB,Yes,Yes,,Yes,,,,6,GDDR5,32GB,"{'RAM Slots': '1', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}","So far I have had no complaints with these batteries. I was hesitate at first because they were cheaper than your big name brands. I figured they may not last long. But I was proven wrong. They have lasted just as long as the big name brands, and they are a lot cheaper. I buy these for work and for home. They do not disappoint me at either place."
MSI,GE63VR,msi,274280.0,2162,0,0,11,22,67,https://gadgets.ndtv.com/msi-ge63vr-6835,9,8GB,15.60-inch,16GB,Aluminum Black,Windows 10 Home,No,GE63VR,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1060,,No,1920x1080 pixels,802.11 n/ac,2.2,383.00 x 260.00 x 27.50,4.2,5.0,,Yes,No,,Nvidia GeForce GTX 1060,"MSI GE63VR Laptop (Windows 10 Home, 8GB RAM, 16GB HDD, Intel Core i7, Aluminum Black, 15.6 inch)",Yes,,Touchpad,"1 x USB 2.0, 3 x USB 3.0",6MB,Yes,2 Speakers,Yes,,,,Killer GB LAN,6,GDDR5,,,These Amazon AA batteries are great. They are just as good as any high priced battery.
Asus,X205TA-BING-FD027BS,asus,49757.0,2163,0,0,0,0,0,https://gadgets.ndtv.com/asus-x205ta-bing-fd027bs-7221,,2GB,11.60-inch,No,White,Windows 8.1,32GB,X205TA-BING-FD027BS,Intel Atom Quad Core Z3735F,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 a/g/n,0.9,286.00 x 193.00 x 17.50,4.0,2.0,,Yes,No,1.33 GHz,Intel Integrated HD Graphics,,Yes,2,Touchpad,2 x USB 2.0,2MB,Yes,Yes,,,No,Micro,,12,,,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'VGA Port': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'Dedicated Graphic Memory': '2GB'}","Yes, I'm using these and they are as good as any other battery."
Asus,EeeBook E E402SA-WX014T,asus,49757.0,2164,0,0,0,0,0,https://gadgets.ndtv.com/asus-eeebook-e-e402sa-wx014t-5942,,2GB,14.00-inch,No,White,Windows 10,500GB,E E402SA-WX014T,Intel Celeron Dual Core N3050,Intel Integrated HD Graphics,No,No,,802.11 b/g/n,1.65,339.00 x 235.00 x 21.90,4.0,2.0,EeeBook,Yes,No,1.6 GHz,Intel Integrated HD Graphics,,Yes,4,Touchpad,"1 x USB 2.0, 1 x USB 3.0",,,Yes,SD Card Reader,Yes,No,Standard,10/100,6,,,,Good price and good product.
RDP,ThinBook 1430-ECL,rdp,11999.0,2165,22,6,31,11,31,https://gadgets.ndtv.com/rdp-thinbook-1430-ecl-6207,36,2GB,14.00-inch,No,Grey,Linux,No,1430-ECL,Intel Atom Quad Core 8th Gen,Intel Integrated Graphics,No,No,1366x768 pixels,802.11 b/g/n,,327.00 x 216.00 x 20.00,4.0,2.0,ThinBook,Yes,No,1.92 GHz,Intel Integrated Graphics,"RDP Thinbook 1430-ECL Laptop (Linux, 2GB RAM, 32GB HDD, Intel Atom, Grey, 14.1 inch)",Yes,,Touchpad,"1 x USB 2.0, 1 x USB 3.0",2MB,,2 Speakers,,,No,Mini,,8,,,,I was very impressed with the packaging of these batteries. They work as well as any of the top commercial AA batteries. I will keep them handy for any future use.
Acer,Aspire A615-51,acer,64899.0,2166,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-a615-51-6670#gallery,,8GB,15.60-inch,No,Blue,Windows 10,1TB,A615-51,Intel Core i5,,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.2,381.60 x 263.00 x 20.95,4.0,3.0,Aspire,Yes,No,,,"Acer Aspire A615-51 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Blue, 15.6 inch)",Yes,4,,"1 x USB 2.0, 1 x USB 3.0",6MB,Yes,,SD Card Reader,Yes,,,Gigabit Ethernet,7,,16GB,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}",Another great offer from Amazon that delivers perfarmance and price for your electronic agenda 1
Acer,Swift 3 T8TJG,acer,49757.0,2167,0,0,0,0,0,https://gadgets.ndtv.com/acer-swift-3-t8tjg-7852#gallery,,8GB,14.00-inch,No,Silver,Windows 10,256GB,3 T8TJG,Intel Core i5 8th Gen 8250U,Nvidia GeForce MX150,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.1,370.50 x 255.00 x 18.90,4.0,4.0,Swift,Yes,No,1.6 GHz,Nvidia GeForce MX150,,Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",6MB,Yes,Stereo Speakers,SD Card Reader,,,,,10,GDDR5,,,"These batteries are exactly what I was looking for. I was looking for affordable AA batteries with a long shelf life that I could keep around for an emergency or extended power outage. These Amazon alkaline batteries are advertised as having 10 years shelf life, and after receiving them I confirmed that on each battery is printed the expiration year 2025, which is what I expected having bought them in 2015.Now I won't have to by ordinary batteries that end up discharging internally in just a few years. The environment and my pocket are grateful. Thanks Amazon!"
Asus,ROG Zephyrus G14,asus,49757.0,2168,0,0,0,0,0,https://gadgets.ndtv.com/asus-rog-zephyrus-g14-price-in-india-96379,,,14.00-inch,,"Moonlight White, Eclipse Grey",Windows 10 Home,,GA401IH,AMD Ryzen 5 R5-4600HS,Nvidia GeForce GTX 1650,Yes,Yes,1920x1080 pixels,802.11 a/b/g/n/ac,1.6,222.00 x 324.00 x 17.90,5.0,4.0,Zephyrus,Yes,,,Nvidia GeForce GTX 1650,,Yes,4,Touchpad,,,,2 Speakers,,,Yes,Standard,,6,,,,"Great deal, better than local stores"
Dell,Inspiron 7000,dell,100000.0,2169,0,0,0,0,0,https://gadgets.ndtv.com/dell-inspiron-7000-6283,,8GB,15.60-inch,256GB,Black,Windows 10,No,7000,Intel Core i5 7th Gen 7500U,Nvidia GeForce 940MX,,No,1920x1080 pixels,802.11 ac,2.0,,4.2,3.0,Inspiron,Yes,No,2.7 GHz,Nvidia GeForce 940MX,"Dell Inspiron 7000 Laptop (16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,3,Touchpad,,4MB,,Yes,SD Card Reader,,,Standard,,6,DDR5,,"{'RAM Slots': '1', 'VGA Port': 'Yes'}",Last just as long as other less expensive brands.
Asus,X205TA-FD0061TS,asus,49757.0,2170,0,0,0,0,0,https://gadgets.ndtv.com/asus-x205ta-fd0061ts-7623,,2GB,11.60-inch,No,Dark Blue,Windows 10,32GB,X205TA-FD0061TS,Intel Atom Quad Core Z3735F,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 a/g/n,0.9,286.00 x 193.00 x 17.50,4.0,2.0,,Yes,No,1.33 GHz,Intel Integrated HD Graphics,,Yes,2,Touchpad,2 x USB 2.0,2MB,Yes,Yes,,,No,Micro,,12,,,,"I purchased these to compare against the Duracell's I normally buy. These appear to be an excellent value, but only time will tell. Currently I am using them along with the Duracell's in some fake candle lights that my wife has to see if they last as long as the Duracell's. So far so good."
Asus,KX140D,asus,15890.0,2171,55,9,0,0,36,https://gadgets.ndtv.com/asus-kx140d-4848,11,2GB,11.49-inch,No,White,DOS,500GB,KX140D,Intel Celeron Quad Core 4th Gen N2920,Intel Integrated HD Graphics,No,,1366x768 pixels,802.11 b/g/n,1.3,119.00 x 79.00 x 12.00,4.0,1.0,X Series,,No,1.86 GHz,Intel Integrated HD Graphics,"Asus X X200MA-KX140D Laptop (DOS, 2GB RAM, 500GB HDD, Intel Celeron, White, 11.5 inch)",,,,1 x USB 3.0,,,Yes,2 in 1 Card Reader,,No,Standard,10/100 Base T,4,,,{'RAM Slots': '2'},These are really good batts and a great price.
